,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,longitude,latitude
212,213,0.159958783822,0.000904077906339,Soundview/Castle Hill,213,Bronx,1022925.1505750492,236865.24164251238
213,214,0.135300314246,0.000811976523012,South Beach/Dongan Hills,214,Staten Island,960694.1984817162,153007.9798655808
214,215,0.103556453625,0.000395647022725,South Jamaica,215,Queens,1041845.8800639808,192257.62615966052
215,216,0.116797554681,0.000816076647781,South Ozone Park,216,Queens,1034004.1460533068,186057.77963638306
216,217,0.0553905251285,0.000114733270758,South Williamsburg,217,Brooklyn,995972.387787357,195485.68384288996
217,218,0.0837008281049,0.000281293736407,Springfield Gardens North,218,Queens,1047252.7230885029,184725.869809106
218,219,0.155126669675,0.000428176336771,Springfield Gardens South,219,Queens,1047974.3525416628,179928.00391919166
219,220,0.106015943267,0.000313035744467,Spuyten Duyvil/Kingsbridge,220,Bronx,1008926.7937130928,260571.9034016207
220,221,0.166218220846,0.000890111567051,Stapleton,221,Staten Island,964161.047744289,165251.28271438926
221,222,0.0483893527976,0.000130268343918,Starrett City,222,Brooklyn,1016740.5869356319,174914.93973938376
222,223,0.166021925275,0.00076436070058,Steinway,223,Queens,1010330.2374768108,222885.45289124548
223,224,0.0440204462769,9.84786989135e-05,Stuy Town/Peter Cooper Village,224,Manhattan,990629.8168915436,205859.15468877554
224,225,0.0887992073281,0.000310835395162,Stuyvesant Heights,225,Brooklyn,1003628.8385300487,190201.54953294247
225,226,0.168957762041,0.00076194414504,Sunnyside,226,Queens,1004610.9133613557,207155.41424231976
226,227,0.0828301570789,0.000268316529534,Sunset Park East,227,Brooklyn,983431.8441761434,173004.81601902843
227,228,0.177685177706,0.000993414783816,Sunset Park West,228,Brooklyn,981486.0263194069,177398.09747821838
228,229,0.0425252900116,9.47058230931e-05,Sutton Place/Turtle Bay North,229,Manhattan,993947.2294595838,214918.73513198644
229,230,0.0310283096779,5.60914463266e-05,Times Sq/Theatre District,230,Manhattan,988628.0784975663,216098.90990048647
230,231,0.0634201165587,0.000166929752992,TriBeCa/Civic Center,231,Manhattan,982236.3722654581,201073.4141108021
231,232,0.0614709085331,0.000216049973456,Two Bridges/Seward Park,232,Manhattan,988956.6637811586,199879.87147825956
232,233,0.048035918294,0.000116188094682,UN/Turtle Bay South,233,Manhattan,992568.045888178,212203.98334650695
233,234,0.0360721994984,7.31054382894e-05,Union Sq,234,Manhattan,986894.3007932901,208964.9621013999
234,235,0.0761668426519,0.000212844547337,University Heights/Morris Heights,235,Bronx,1007382.536709562,250318.0776539296
235,236,0.0442519223099,0.000102864345211,Upper East Side North,236,Manhattan,996155.8979224116,223614.9739890769
236,237,0.0422126003388,9.59873206621e-05,Upper East Side South,237,Manhattan,993768.7833131626,219305.44864677638
237,238,0.0601093114033,0.000184763693765,Upper West Side North,238,Manhattan,991717.6342312098,227746.10041995347
238,239,0.0636261152958,0.000204715440774,Upper West Side South,239,Manhattan,990139.8713811561,224918.91668345034
239,240,0.146069764379,0.000722130920707,Van Cortlandt Park,240,Bronx,1017278.2221406028,265289.95506934077
240,241,0.0687645777649,0.00025467697592,Van Cortlandt Village,241,Bronx,1013044.5970698074,258449.83284522593
241,242,0.138136446433,0.000360072450014,Van Nest/Morris Park,242,Bronx,1025460.951452814,248864.1384775266
242,243,0.0943314999364,0.000438377341503,Washington Heights North,243,Manhattan,1002010.7693884596,252109.36313836277
243,244,0.0805686044599,0.000359702747951,Washington Heights South,244,Manhattan,1000637.1617078334,245752.6552900523
244,245,0.0959830596604,0.000466175414294,West Brighton,245,Staten Island,956302.7028948963,168230.81044555455
245,246,0.0694671937437,0.000281298327076,West Chelsea/Hudson Yards,246,Manhattan,983193.7341768146,213400.5864647925
246,247,0.0929678582271,0.000205617157843,West Concourse,247,Bronx,1005693.8089398891,241380.23481033742
247,248,0.0569191167671,0.000149592769799,West Farms/Bronx River,248,Bronx,1019310.4828126878,243399.2894569859
248,249,0.03638434365,7.22155957729e-05,West Village,249,Manhattan,983705.3015098497,206915.06870128214
249,250,0.0796263465454,0.000240975845956,Westchester Village/Unionport,250,Bronx,1025797.5186892599,242654.8172107786
250,251,0.1377111611,0.000625754983157,Westerleigh,251,Staten Island,949916.1425905451,165032.0220915377
